measurement,y_z1,y_z2
0,0.4763570725917816,-0.011919289827346802
1,2.6074702739715576,0.14640337228775024
2,1.068261981010437,0.11174756288528442
3,0.008671857416629791,-0.025411149486899376
4,0.6947112679481506,0.10531158000230789
5,0.25448617339134216,0.004173398017883301
6,-0.05990271270275116,0.08976954221725464
7,-0.0605081208050251,-0.007030159700661898
8,0.24019046127796173,0.02364209108054638
9,-0.12283680588006973,-0.005010750610381365
10,1.5959343910217285,0.18138937652111053
11,-0.46942779421806335,-0.01007823646068573
12,0.14981584250926971,-0.021862154826521873
13,-1.7673848867416382,0.16481436789035797
14,0.822054386138916,0.09154108911752701
15,1.123490810394287,0.13507457077503204
16,1.0720471143722534,0.10234913975000381
17,-1.4659638404846191,0.05504393205046654
18,-0.03674590215086937,-0.009978142566978931
19,1.2193251848220825,0.10175814479589462
20,0.4738090932369232,0.03566991537809372
21,-0.03151774778962135,-0.004795286804437637
22,1.2970695495605469,0.14617829024791718
23,-1.1979714632034302,0.14091897010803223
24,-1.598610520362854,0.23219038546085358
25,-1.156337857246399,0.15692825615406036
26,2.0354974269866943,0.18498311936855316
27,-1.693428874015808,0.2000313252210617
28,-0.047087620943784714,-0.0030100916046649218
29,-2.107379913330078,0.24007077515125275
30,1.7687963247299194,0.17011797428131104
31,-0.9280219078063965,0.054150234907865524
32,-1.1112778186798096,0.1535700410604477
33,-0.10053887218236923,0.05275486037135124
34,0.051970064640045166,-0.01688419096171856
35,1.2225788831710815,0.14230579137802124
36,-0.19431710243225098,0.050005268305540085
37,2.207401990890503,0.15720990300178528
38,0.10800167918205261,-0.0396835096180439
39,-0.568917453289032,0.0743698999285698
40,0.1998804360628128,-0.0018781349062919617
41,1.043219804763794,0.09454861283302307
42,-1.1514571905136108,0.1353483945131302
43,-2.0534884929656982,0.21155208349227905
44,1.7898837327957153,0.18690957129001617
45,-0.9628880023956299,0.10804977267980576
46,0.6137446165084839,0.0823158398270607
47,-0.9499303698539734,0.12184789031744003
48,2.35026478767395,0.10034850984811783
49,2.2059710025787354,0.1989087611436844
50,0.25655338168144226,0.02130766026675701
51,-0.26452162861824036,0.014296047389507294
52,0.7497956156730652,0.0445997454226017
53,-0.2526249587535858,-0.03738035261631012
54,-0.57737135887146,0.036581624299287796
55,-0.020441776141524315,-0.029087455943226814
56,-1.6376086473464966,0.2275385856628418
57,-0.9141835570335388,0.1766987293958664
58,-0.121096171438694,0.0959133580327034
59,-0.11181827634572983,0.024821782484650612
60,0.7823140621185303,0.10926198214292526
61,1.177171230316162,0.09705524891614914
62,2.1776087284088135,0.1852434277534485
63,2.1620938777923584,0.18631021678447723
64,-1.7979885339736938,0.23265822231769562
65,0.6578613519668579,0.06744881719350815
66,0.038146115839481354,-0.013099629431962967
67,0.6953662037849426,0.07363265007734299
68,1.1251624822616577,0.1303538829088211
69,-1.073150634765625,0.1062859520316124
70,-1.4398527145385742,0.0286309365183115
71,0.3305935859680176,0.07875365763902664
72,-0.09282850474119186,0.026360316202044487
73,1.9606510400772095,0.10045379400253296
74,-1.017748475074768,0.1910545825958252
75,-0.07794046401977539,0.003560195444151759
76,-0.06693025678396225,-0.043159931898117065
77,-1.6674009561538696,0.14812718331813812
78,0.407528281211853,0.06070801243185997
79,-0.48091378808021545,0.06643327325582504
80,0.8396762013435364,0.05514410138130188
81,-1.6382609605789185,0.17910867929458618
82,-0.03482561931014061,0.05418761447072029
83,-0.2261253148317337,0.02904757671058178
84,0.12448876351118088,-0.031697530299425125
85,-0.5998198986053467,0.06814994663000107
86,0.7895901799201965,0.08219043165445328
87,-1.8566265106201172,0.22801977396011353
88,1.1146491765975952,0.10505571216344833
89,-1.1869468688964844,0.17635558545589447
90,-0.0407184362411499,0.01261019054800272
91,-0.8746667504310608,0.07650302350521088
92,1.0820056200027466,0.10700616240501404
93,-0.2332332730293274,-0.016110265627503395
94,-0.47736823558807373,0.05823400616645813
95,1.9960354566574097,0.20043689012527466
96,-1.1680353879928589,0.17246925830841064
97,-0.06724608689546585,-0.008850138634443283
98,0.11283706873655319,-0.006721457000821829
99,2.154707193374634,0.15271331369876862
100,0.471536248922348,0.04645104333758354
101,1.1591261625289917,0.1224314346909523
102,-1.0483328104019165,0.07173041254281998
103,-0.6811552047729492,0.02799542061984539
104,0.2600741386413574,0.028317926451563835
105,0.0711967721581459,0.020543638616800308
106,-1.0753307342529297,0.0681886151432991
107,0.2034481316804886,0.00248797913081944
108,-0.06630831956863403,-0.013987220823764801
109,1.7646169662475586,0.18466944992542267
110,-0.9372110366821289,0.08989536762237549
111,2.0878219604492188,0.22964197397232056
112,-0.07503301650285721,0.002123345388099551
113,-1.6126388311386108,0.19250352680683136
114,1.1314629316329956,0.1244252398610115
115,0.2808575928211212,-0.0034797328989952803
116,1.2249259948730469,0.16753721237182617
117,-0.995506763458252,0.13482174277305603
118,0.7811416983604431,0.1399843543767929
119,-1.0594711303710938,0.10357628017663956
120,1.147710919380188,0.07138875126838684
121,1.983394980430603,0.20341193675994873
122,1.1061087846755981,0.12277493625879288
123,0.8287391662597656,0.09502961486577988
124,1.1608027219772339,0.10600557923316956
125,-1.0675773620605469,0.04058309644460678
126,-0.5570611357688904,0.002818125067278743
127,-0.9491562247276306,0.10777530074119568
128,0.9488992691040039,0.10467850416898727
129,0.026583140715956688,0.049782779067754745
130,-1.1203186511993408,0.19919855892658234
131,-0.3573406934738159,-0.019724352285265923
132,-1.0915367603302002,0.17808152735233307
133,1.681230902671814,0.1926748901605606
134,-0.8166671395301819,0.1059187650680542
135,-0.7865116596221924,0.01815120317041874
136,1.0753391981124878,0.04120181128382683
137,-0.23676693439483643,0.018283069133758545
138,-1.1258423328399658,0.07343863695859909
139,-1.689940094947815,0.21017588675022125
140,1.5150505304336548,0.17605292797088623
141,-0.12472053617238998,0.04484069347381592
142,-0.029491005465388298,0.03165201470255852
143,-0.012328402139246464,-0.013619628734886646
144,-0.22962629795074463,0.08919908851385117
145,-0.9966787695884705,0.11352875083684921
146,0.14051170647144318,0.019135134294629097
147,-1.141985297203064,0.09559548646211624
148,1.411401391029358,0.14838576316833496
149,0.9365172386169434,0.08189954608678818
150,-1.0737006664276123,0.13623332977294922
151,1.7963603734970093,0.17640917003154755
152,-0.021838270127773285,0.02295965701341629
153,-1.0972942113876343,0.12829281389713287
154,0.7819985747337341,0.07514465600252151
155,-0.6762788891792297,0.08377572894096375
156,-1.0085490942001343,0.1049501895904541
157,0.3491348922252655,-0.013277423568069935
158,-0.2072889655828476,0.0009296343778260052
159,-0.8743903040885925,0.16233237087726593
160,-1.2412313222885132,0.10478594899177551
